Iout
-54.44768694737747
-54.447686947376276
-54.44768694737528
-54.44768694737283
-54.44768694736914
-54.447686947366144
-54.44768694736414
-54.44768694736201
-54.447686947359635
-54.44768694735736
-54.44768694735521
-54.447686947353
-54.44768694735073
-54.44768694734852
-54.447686947346334
-54.447686947344025
-54.447686947341595
-54.44768694733881
-54.44768694733635
-54.44768694733356
-54.447686947331285
-54.44768694732917
-54.447686947326865
-54.44768694732414
-54.44768694732186
-54.44768694731974
-54.44768694731744
-54.44768694731471
-54.447686947312434
-54.44768694731031
-54.44768694730822
-54.447686947305925
-54.44768694730318
-54.4476869473009
-54.447686947298784
-54.447686947296674
-54.4476869472944
-54.44768694729165
-54.44768694728938
-54.44768694728726
-54.44768694728515
-54.447686947282875
-54.44768694728013
-54.44768694727786
-54.44768694727574
-54.447686947273446
-54.4476869472707
-54.44768694726842
-54.44768694726631
-54.447686947264216
-54.44768694726192
-54.447686947259186
-54.44768694725691
-54.44768694725479
-54.44768694725269
-54.447686947250396
-54.447686947247654
-54.44768694724538
-54.44768694724327
-54.44768694724117
-54.44768694723888
-54.447686947236136
-54.447686947233855
-54.44768694723174
-54.44768694722964
-54.447686947227346
-54.44768694722461
-54.44768694722233
-54.44768694722021
-54.447686947218116
-54.44768694721582
-54.447686947213086
-54.44768694721081
-54.44768694720869
-54.44768694720659
-54.4476869472043
-54.44768694720156
-54.44768694719929
-54.44768694719717
-34.378404528990046
110.90432395721167
183.71194549545277
202.8426210404337
199.9280510112327
189.73621715134303
177.69883310786852
165.58776954819376
153.91352506291963
142.82947657080604
132.33427035658858
122.40824703353371
113.03474705408102
104.1774450189213
95.80453244252641
87.89462908929627
80.42485454482593
73.36736552217592
66.69702102624477
60.39449001782035
54.441196200368566
48.81698786824545
43.50324983747365
38.482394227533106
33.73856892657533
29.25672234724603
25.022478315158324
21.02207162700839
17.2425113105038
13.67158745152549
10.297809842325485
7.110315877693918
4.098821487738352
1.2535994736059743
-1.434536713576747
-3.9742596782024373
-6.373759265865029
-8.640776381412943
-10.782626948734592
-12.806222614257127
-14.71809110928168
-16.52439873010513
-18.230974574000943
-19.843328076479594
-21.3666626160963
-22.805891805151234
-24.165658041793527
-25.450348880473758
-26.664110039935764
-27.810857633054813
-28.894291227700215
-29.917906506911542
-30.88500633478053
-31.79871097202498
-32.66196833389478
-33.47756379726431
-34.24812890726172
-34.97614981752414
-35.66397541664172
-36.313824983403
-36.927795278695214
-37.507867246203816
-38.05591244025935
-38.5736991152532
-39.062897915925305
-39.52508723040681
-39.96175828527495
-40.374319982078234
-40.764103446708766
-41.13236630863399
-41.480296753064856
-41.80901736349389
-42.119588749027095
-42.41301296182217
-42.690236725869546
-42.952154493619645
-43.199611335027484
-43.4334056634608
-43.654291809661174
-43.86298245559824
-44.06015093524176
-44.24643340728513
-44.42243090690283
-44.588711284678375
-44.74581103920025
-44.89423704832466
-45.03446820437423
-45.16695695905772
-45.292130783397205
-45.41039354710324
-45.52212682161271
-45.62769111110914
-45.72742701568707
-45.82165633035355
-45.91068308329957
-45.994794516797775
-46.074262013966774
-46.14934197440408
-46.22027664146456
-46.28729488383924
-46.35061293398358
-46.41043508578924
-46.466954353740626
-46.520353095667865
-46.57080360111483
-46.61846864722507
-46.663502023941454
-46.706049030205314
