,t,I_out
221,0.01105,-13.1226
222,0.0111,-12.5122
223,0.01115,-13.1226
224,0.0112,-13.4277
225,0.01125,-13.1226
226,0.0113,-13.1226
227,0.01135,-13.4277
228,0.0114,-13.1226
229,0.01145,-13.4277
230,0.0115,-13.1226
231,0.01155,-13.1226
232,0.0116,-13.4277
233,0.01165,-13.7329
234,0.0117,-13.7329
235,0.01175,-14.0381
236,0.0118,-13.7329
237,0.01185,-13.4277
238,0.0119,-14.0381
239,0.01195,-13.4277
240,0.012,-13.1226
241,0.01205,-13.4277
242,0.0121,-13.4277
243,0.01215,-13.7329
244,0.0122,-14.0381
245,0.01225,-14.0381
246,0.0123,-14.6484
247,0.01235,-14.6484
248,0.0124,-14.3433
249,0.01245,-14.3433
250,0.0125,-14.3433
251,0.01255,-14.0381
252,0.0126,-14.0381
253,0.01265,-14.0381
254,0.0127,-14.0381
255,0.01275,-14.3433
256,0.0128,-14.0381
257,0.01285,-14.3433
258,0.0129,-14.0381
259,0.01295,-14.3433
260,0.013,-14.0381
261,0.01305,-14.0381
262,0.0131,-14.0381
263,0.01315,-13.7329
264,0.0132,-14.0381
265,0.01325,-14.0381
266,0.0133,-14.3433
267,0.01335,-13.7329
268,0.0134,-13.7329
269,0.01345,-13.4277
270,0.0135,-12.8174
271,0.01355,-12.8174
272,0.0136,-12.8174
273,0.01365,-13.1226
274,0.0137,-13.4277
275,0.01375,-13.4277
276,0.0138,-13.4277
277,0.01385,-13.1226
278,0.0139,-13.7329
279,0.01395,-13.4277
280,0.0139999999999999,-13.4277
281,0.01405,-13.4277
282,0.0141,-13.4277
283,0.01415,-13.1226
284,0.0142,-13.1226
285,0.01425,-12.207
286,0.0143,-12.207
287,0.01435,-12.5122
288,0.0144,-12.207
289,0.01445,-12.207
290,0.0145,-12.207
291,0.01455,-12.207
292,0.0146,-12.5122
293,0.01465,-12.5122
294,0.0147,-12.5122
295,0.01475,-12.207
296,0.0148,-12.5122
297,0.01485,-12.207
298,0.0149,-11.9019
299,0.01495,-11.9019
300,0.015,-11.9019
301,0.01505,-11.9019
302,0.0151,-12.207
303,0.01515,-11.9019
304,0.0152,-11.9019
305,0.01525,-11.9019
306,0.0153,-12.5122
307,0.01535,-11.9019
308,0.0154,-12.5122
309,0.01545,-12.8174
310,0.0155,-13.1226
311,0.01555,-13.1226
312,0.0156,-12.8174
313,0.01565,-12.207
314,0.0157,-12.5122
315,0.01575,-12.5122
316,0.0158,-12.5122
317,0.01585,-12.207
318,0.0159,-12.5122
319,0.01595,-12.8174
320,0.016,-12.5122
321,0.01605,-12.8174
322,0.0161,-12.5122
323,0.01615,-12.207
324,0.0162,-12.5122
325,0.01625,-12.5122
326,0.0163,-11.9019
327,0.01635,-12.5122
328,0.0164,-12.5122
329,0.01645,-12.5122
330,0.0165,-12.207
331,0.01655,-12.5122
332,0.0166,-12.8174
333,0.01665,-12.5122
334,0.0167,-12.8174
335,0.01675,-12.8174
336,0.0168,-12.8174
337,0.01685,-13.1226
338,0.0169,-13.1226
339,0.01695,-13.1226
340,0.017,-13.1226
341,0.01705,-13.4277
342,0.0171,-13.7329
343,0.01715,-13.1226
344,0.0172,-13.1226
345,0.01725,-13.1226
346,0.0173,-12.8174
347,0.01735,-12.5122
348,0.0174,-12.5122
349,0.01745,-12.5122
350,0.0175,-12.207
351,0.01755,-12.207
352,0.0176,-12.207
353,0.01765,-11.5967
354,0.0177,-11.9019
355,0.01775,-11.9019
356,0.0178,-11.5967
357,0.01785,-11.9019
358,0.0179,-11.9019
359,0.01795,-12.207
360,0.018,-12.207
361,0.01805,-12.207
362,0.0181,-12.207
363,0.01815,-12.5122
364,0.0182,-12.207
365,0.01825,-12.5122
366,0.0183,-12.207
367,0.01835,-12.207
368,0.0184,-12.5122
369,0.01845,-12.207
370,0.0185,-11.9019
371,0.01855,-11.9019
372,0.0186,-11.5967
373,0.01865,-11.2915
374,0.0187,-11.2915
375,0.01875,-10.6812
376,0.0188,-10.6812
377,0.01885,-10.6812
378,0.0189,-10.6812
379,0.01895,-10.6812
380,0.019,-10.6812
381,0.01905,-10.9863
382,0.0191,-11.2915
383,0.01915,-11.5967
384,0.0192,-11.5967
385,0.01925,-11.2915
386,0.0193,-11.9019
387,0.01935,-11.9019
388,0.0194,-11.9019
389,0.01945,-11.9019
390,0.0195,-11.5967
391,0.01955,-11.9019
392,0.0196,-11.9019
393,0.01965,-11.2915
394,0.0197,-11.2915
395,0.01975,-11.5967
396,0.0198,-11.2915
397,0.01985,-11.5967
398,0.0199,-11.2915
399,0.01995,-11.2915
400,0.02,-11.5967
401,0.02005,-11.5967
402,0.0201,-11.2915
403,0.02015,-11.2915
404,0.0202,-11.5967
405,0.02025,-12.207
406,0.0203,-12.8174
407,0.02035,-12.207
408,0.0204,-12.5122
409,0.02045,-12.8174
410,0.0205,-12.207
411,0.02055,-11.9019
412,0.0206,-11.5967
413,0.02065,-11.2915
414,0.0207,-11.5967
415,0.02075,-11.5967
416,0.0208,-11.2915
417,0.02085,-11.2915
418,0.0209,-11.5967
419,0.02095,-11.5967
420,0.021,-11.5967
421,0.02105,-11.2915
422,0.0211,-11.2915
423,0.02115,-11.5967
424,0.0212,-11.2915
425,0.02125,-11.2915
426,0.0213,-11.5967
427,0.02135,-11.5967
428,0.0214,-11.9019
429,0.02145,-12.207
430,0.0215,-11.9019
431,0.02155,-12.5122
432,0.0216,-12.8174
433,0.02165,-12.5122
434,0.0217,-12.8174
435,0.02175,-13.1226
436,0.0218,-12.8174
437,0.02185,-12.8174
438,0.0219,-12.8174
439,0.02195,-12.207
440,0.022,-12.207
441,0.02205,-12.5122
442,0.0221,-12.5122
443,0.02215,-11.9019
444,0.0222,-12.207
445,0.02225,-11.9019
446,0.0223,-11.9019
447,0.02235,-11.9019
448,0.0224,-11.9019
449,0.02245,-12.5122
450,0.0225,-12.5122
451,0.02255,-12.207
452,0.0226,-12.5122
453,0.02265,-12.8174
454,0.0227,-12.8174
455,0.02275,-13.4277
456,0.0228,-13.1226
457,0.02285,-12.8174
458,0.0229,-12.8174
459,0.02295,-12.8174
460,0.023,-12.5122
461,0.02305,-12.207
462,0.0231,-12.5122
463,0.02315,-12.5122
464,0.0232,-12.5122
465,0.02325,-12.8174
466,0.0233,-12.207
467,0.02335,-12.207
468,0.0234,-12.5122
469,0.02345,-11.9019
470,0.0235,-11.9019
471,0.02355,-11.9019
472,0.0236,-12.207
473,0.02365,-12.5122
474,0.0237,-12.5122
475,0.02375,-12.207
476,0.0238,-12.207
477,0.02385,-12.8174
478,0.0239,-12.207
479,0.02395,-11.9019
480,0.024,-12.207
481,0.02405,-12.207
482,0.0241,-12.207
483,0.02415,-11.9019
484,0.0242,-12.207
485,0.02425,-12.5122
486,0.0243,-13.1226
487,0.02435,-12.8174
488,0.0244,-12.8174
489,0.02445,-12.8174
490,0.0245,-12.8174
491,0.02455,-12.8174
492,0.0246,-12.8174
493,0.02465,-12.5122
494,0.0247,-12.5122
495,0.02475,-12.8174
496,0.0248,-13.1226
497,0.02485,-12.8174
498,0.0249,-12.8174
499,0.02495,-13.1226
500,0.025,-12.8174
501,0.02505,-12.8174
502,0.0251,-12.5122
503,0.02515,-12.207
504,0.0252,-12.5122
505,0.02525,-12.5122
506,0.0253,-12.207
507,0.02535,-12.207
508,0.0254,-12.5122
509,0.02545,-12.8174
510,0.0255,-12.5122
511,0.02555,-12.5122
512,0.0256,-12.5122
513,0.02565,-12.5122
514,0.0257,-12.8174
515,0.02575,-12.8174
516,0.0258,-12.8174
517,0.02585,-13.1226
518,0.0259,-13.4277
519,0.02595,-13.7329
520,0.026,-13.7329
521,0.02605,-13.4277
522,0.0261,-13.4277
523,0.02615,-13.1226
524,0.0262,-13.1226
525,0.02625,-13.1226
526,0.0263,-12.8174
527,0.02635,-12.8174
528,0.0264,-12.5122
529,0.02645,-12.207
530,0.0265,-12.5122
531,0.02655,-12.5122
532,0.0266,-12.207
533,0.02665,-12.5122
534,0.0267,-12.8174
535,0.02675,-13.1226
536,0.0268,-13.4277
537,0.02685,-13.4277
538,0.0269,-13.4277
539,0.02695,-13.4277
540,0.027,-13.7329
541,0.02705,-13.7329
542,0.0271,-13.1226
543,0.02715,-13.4277
544,0.0272,-14.0381
545,0.02725,-14.0381
546,0.0273,-14.0381
547,0.02735,-14.0381
548,0.0274,-13.7329
549,0.02745,-13.4277
550,0.0275,-13.7329
551,0.02755,-13.7329
552,0.0276,-13.4277
553,0.02765,-13.7329
554,0.0277,-13.4277
555,0.02775,-13.4277
556,0.0278,-12.8174
557,0.02785,-12.5122
558,0.0279,-13.1226
559,0.02795,-12.8174
560,0.0279999999999999,-12.8174
561,0.02805,-12.8174
562,0.0281,-12.8174
563,0.02815,-13.1226
564,0.0282,-13.1226
565,0.02825,-13.1226
566,0.0283,-12.8174
567,0.02835,-13.4277
568,0.0284,-13.4277
569,0.02845,-12.8174
570,0.0285,-12.8174
571,0.02855,-13.4277
572,0.0286,-13.1226
573,0.02865,-13.1226
574,0.0287,-13.1226
575,0.02875,-12.8174
576,0.0288,-13.1226
577,0.02885,-13.1226
578,0.0289,-12.8174
579,0.02895,-13.1226
580,0.0289999999999999,-13.1226
581,0.02905,-12.8174
582,0.0291,-13.1226
583,0.02915,-12.8174
584,0.0292,-12.5122
585,0.02925,-12.8174
586,0.0293,-13.1226
587,0.02935,-12.8174
588,0.0294,-12.8174
589,0.02945,-13.1226
590,0.0295,-12.8174
591,0.02955,-13.1226
592,0.0296,-12.8174
593,0.02965,-13.1226
594,0.0297,-13.1226
595,0.02975,-13.1226
596,0.0298,-12.8174
597,0.02985,-13.4277
598,0.0299,-13.1226
599,0.02995,-13.7329
600,0.03,-14.0381
601,0.03005,-14.0381
602,0.0301,-14.3433
603,0.03015,-14.6484
604,0.0302,-14.6484
605,0.03025,-14.3433
606,0.0303,-14.3433
607,0.03035,-14.0381
608,0.0304,-14.3433
609,0.03045,-13.7329
610,0.0305,-13.7329
611,0.03055,-13.7329
612,0.0306,-13.4277
613,0.03065,-14.0381
614,0.0307,-14.0381
615,0.03075,-13.7329
616,0.0308,-13.7329
617,0.03085,-14.0381
618,0.0309,-13.4277
619,0.03095,-13.4277
620,0.031,-13.7329
621,0.03105,-13.1226
622,0.0311,-13.1226
623,0.03115,-13.1226
624,0.0312,-12.5122
625,0.03125,-12.8174
626,0.0313,-12.8174
627,0.03135,-12.5122
628,0.0314,-12.5122
629,0.03145,-12.207
630,0.0315,-12.5122
631,0.03155,-12.8174
632,0.0316,-13.1226
633,0.03165,-13.1226
634,0.0317,-13.4277
635,0.03175,-13.7329
636,0.0318,-13.7329
637,0.03185,-13.7329
