ec_name,g_name,0
common,c_p,0.12957912126851118
common,c_m,1.3376037159993701
common,a0_m,2.2170123665382437
common,b0_m,2.2008105049075337
common,delta_m,1.1156023997825286
common,s_m,3.5750695374885937
common,a0_h,3.2855843347561056
common,b0_h,0.67496012088933
common,delta_h,0.7781795390724147
common,s_h,7.763071970029266
common,a0_j,1.5682229695069314
common,b0_j,4.274078607342806
common,delta_j,3.9722882252025657
common,s_j,0.6681017293301437
common,tau_j_const,5.967443662404337
common,R,1.087524670560037
common,R_f,1.6020370733269853
common,g_max,1.591886914185781
common,g_leak,1.4856523415622722
common,tau_z,0.36251189713130866
common,v_half_m,19.015312407699355
common,v_half_h,92.57841370471488
common,k_m,5.5762203278890095
common,k_h,8.071475273642765
common,x_c_comp,0.17478756758546232
common,x_r_comp,0.9136169473672413
common,alpha,0.7457252102557584
trace_1,v_off,2.3681337295420306
